Timestamp,Tensión (V),Corriente (A),Potencia (W),Frecuencia (Hz),Factor Potencia,Potencia Aparente (VA),Potencia Reactiva (VAR),RSSI
2025-11-16T21:33:22.485Z,118.8,0.13,10.9,59.9,0.71,15.4,10.9,-19
2025-11-16T21:33:22.758Z,118.8,0.13,10.9,60,0.71,15.4,10.9,-19
2025-11-16T21:33:23.067Z,118.2,0.13,10.8,60,0.7,15.4,10.9,-19
2025-11-16T21:33:23.382Z,118.2,0.13,10.8,59.9,0.7,15.4,10.9,-19
2025-11-16T21:33:23.444Z,118.2,0.13,10.8,60,0.7,15.4,10.9,-19
2025-11-16T21:33:23.710Z,118.2,0.13,10.8,59.9,0.7,15.4,10.9,-19
2025-11-16T21:33:23.986Z,118.2,0.13,10.8,59.9,0.7,15.4,10.9,-19
2025-11-16T21:33:24.296Z,117.8,0.13,10.8,59.9,0.71,15.3,10.9,-19
2025-11-16T21:33:24.606Z,117.8,0.13,10.8,59.9,0.71,15.3,10.9,-19
2025-11-16T21:33:24.908Z,117.8,0.13,10.8,59.9,0.71,15.3,10.9,-19
2025-11-16T21:33:24.916Z,117.8,0.13,10.8,59.9,0.71,15.3,10.9,-19
2025-11-16T21:33:25.129Z,117.8,0.13,10.8,59.9,0.71,15.3,10.9,-19
2025-11-16T21:33:25.379Z,117.8,0.13,10.8,59.9,0.71,15.3,10.9,-19
2025-11-16T21:33:25.614Z,117.8,0.13,10.8,59.9,0.71,15.3,10.9,-19
2025-11-16T21:33:25.848Z,117.8,0.13,10.8,59.9,0.71,15.3,10.9,-19
2025-11-16T21:33:26.094Z,117.8,0.13,10.8,59.9,0.71,15.3,10.9,-19
2025-11-16T21:33:26.445Z,117.8,0.13,10.8,59.9,0.71,15.3,10.9,-19
2025-11-16T21:33:26.585Z,118.9,0.13,10.8,59.9,0.7,15.5,11.1,-19
2025-11-16T21:33:26.828Z,118.9,0.13,10.8,59.9,0.7,15.5,11.1,-19
2025-11-16T21:33:27.071Z,118.9,0.13,10.8,59.9,0.7,15.5,11.1,-19
2025-11-16T21:33:27.302Z,118.9,0.13,10.8,60,0.7,15.5,11.1,-19
2025-11-16T21:33:27.670Z,118.9,0.13,10.8,59.9,0.7,15.5,11.1,-19
2025-11-16T21:33:27.784Z,118.5,0.13,10.8,59.9,0.7,15.4,11,-19
2025-11-16T21:33:28.026Z,118.5,0.13,10.8,59.9,0.7,15.4,11,-19
2025-11-16T21:33:28.269Z,118.5,0.13,10.8,59.9,0.7,15.4,11,-19
2025-11-16T21:33:28.598Z,118.5,0.13,10.8,59.9,0.7,15.4,11,-19
2025-11-16T21:33:28.743Z,118.5,0.13,10.8,59.9,0.7,15.4,11,-19
2025-11-16T21:33:29.006Z,118.5,0.13,10.8,59.9,0.7,15.4,11,-19
2025-11-16T21:33:29.233Z,118.4,0.13,10.8,60,0.7,15.4,11,-19
2025-11-16T21:33:29.524Z,118.4,0.13,10.8,60,0.7,15.4,11,-19
2025-11-16T21:33:29.824Z,118.4,0.13,10.8,59.9,0.7,15.4,11,-19
2025-11-16T21:33:29.959Z,118.4,0.13,10.8,60,0.7,15.4,11,-19
2025-11-16T21:33:30.192Z,118.4,0.13,10.8,59.9,0.7,15.4,11,-19
2025-11-16T21:33:30.437Z,118.4,0.13,10.8,59.9,0.7,15.4,11,-19
2025-11-16T21:33:30.742Z,118.7,0.13,10.8,59.9,0.7,15.4,11,-19
2025-11-16T21:33:30.906Z,118.7,0.13,10.8,59.9,0.7,15.4,11,-19
2025-11-16T21:33:31.156Z,118.7,0.13,10.8,59.9,0.7,15.4,11,-19
2025-11-16T21:33:31.398Z,118.7,0.13,10.8,59.9,0.7,15.4,11,-19
2025-11-16T21:33:31.667Z,118.7,0.13,10.8,60,0.7,15.4,11,-19
2025-11-16T21:33:31.868Z,118.9,0.13,10.8,60,0.69,15.5,11.1,-19
2025-11-16T21:33:32.116Z,118.9,0.13,10.8,60,0.69,15.5,11.1,-19
2025-11-16T21:33:32.351Z,118.9,0.13,10.8,59.9,0.69,15.5,11.1,-19
2025-11-16T21:33:32.590Z,118.9,0.13,10.8,59.9,0.69,15.5,11.1,-19
2025-11-16T21:33:32.831Z,118.9,0.13,10.8,59.9,0.69,15.5,11.1,-19
2025-11-16T21:33:33.074Z,118.9,0.13,10.8,59.9,0.69,15.5,11.1,-19
2025-11-16T21:33:33.322Z,118.9,0.13,10.8,59.9,0.69,15.5,11.1,-19
2025-11-16T21:33:33.566Z,118.9,0.13,10.8,59.9,0.69,15.5,11.1,-19
2025-11-16T21:33:33.821Z,118.9,0.13,10.8,59.9,0.69,15.5,11.1,-19
2025-11-16T21:33:34.050Z,118.9,0.13,10.8,59.9,0.69,15.5,11.1,-19
2025-11-16T21:33:34.282Z,118.9,0.13,10.8,59.9,0.69,15.5,11.1,-19
2025-11-16T21:33:34.532Z,118.6,0.13,10.8,59.9,0.7,15.4,11,-19
2025-11-16T21:33:34.779Z,118.6,0.13,10.8,59.9,0.7,15.4,11,-19
2025-11-16T21:33:35.046Z,118.6,0.13,10.8,59.9,0.7,15.4,11,-19
2025-11-16T21:33:35.247Z,118.6,0.13,10.8,60,0.7,15.4,11,-19
2025-11-16T21:33:35.485Z,118.6,0.13,10.8,59.9,0.7,15.4,11,-19
2025-11-16T21:33:35.727Z,118.8,0.13,10.9,60,0.71,15.4,10.9,-19
2025-11-16T21:33:35.966Z,118.8,0.13,10.9,60,0.71,15.4,10.9,-19
2025-11-16T21:33:36.274Z,118.8,0.13,10.9,60,0.71,15.4,10.9,-19
2025-11-16T21:33:36.581Z,118.8,0.13,10.9,59.9,0.71,15.4,10.9,-19
2025-11-16T21:33:36.888Z,118.8,0.13,10.9,59.9,0.71,15.4,10.9,-19
2025-11-16T21:33:36.932Z,118.9,0.13,10.8,59.9,0.69,15.5,11.1,-19
2025-11-16T21:33:37.167Z,118.9,0.13,10.8,59.9,0.69,15.5,11.1,-19
2025-11-16T21:33:37.416Z,118.9,0.13,10.8,59.9,0.69,15.5,11.1,-19
2025-11-16T21:33:37.650Z,118.9,0.13,10.8,60,0.69,15.5,11.1,-19
2025-11-16T21:33:37.892Z,118.9,0.13,10.8,59.9,0.69,15.5,11.1,-19
2025-11-16T21:33:38.130Z,119,0.13,10.8,59.9,0.69,15.5,11.1,-19
2025-11-16T21:33:38.422Z,119,0.13,10.8,59.9,0.69,15.5,11.1,-19
2025-11-16T21:33:38.613Z,119,0.13,10.8,60,0.69,15.5,11.1,-19
2025-11-16T21:33:38.874Z,119,0.13,10.8,59.9,0.69,15.5,11.1,-19
2025-11-16T21:33:39.091Z,119,0.13,10.8,59.9,0.69,15.5,11.1,-19
2025-11-16T21:33:39.334Z,119,0.13,10.8,59.9,0.69,15.5,11.1,-19
2025-11-16T21:33:39.657Z,118.7,0.13,10.8,60,0.7,15.4,11,-19
2025-11-16T21:33:39.958Z,118.7,0.13,10.8,60,0.7,15.4,11,-19
2025-11-16T21:33:40.057Z,118.7,0.13,10.8,60,0.7,15.4,11,-19
2025-11-16T21:33:40.317Z,118.7,0.13,10.8,60,0.7,15.4,11,-19
